user_id,product_id,categorie,sub_categorie,rating
JQ87,10993,Earphones,Realmebuds,2
WU13,10728,Speakers,boat,3
YB9,10799,Laptops,hp,3
RM28,10763,Cameras,canoncamera,2
JY65,10781,Laptops,dell,3
ZS94,10751,Cameras,canoncamera,5
YS39,10853,Mobiles,mi,3
ZS94,11009,Earphones,OnePlusBuds,5
ND57,10744,Speakers,boat,4
HD40,10957,Earphones,Noiseearbuds,2
WN83,10737,Speakers,boat,5
CV48,10984,Earphones,Realmebuds,5
VU93,10751,Cameras,canoncamera,5
KG40,10904,Mobiles,samsung,5
EP5,10751,Cameras,canoncamera,2
JY80,10815,Laptops,lenovo,4
LY86,10752,Cameras,canoncamera,3
UJ98,10735,Speakers,boat,4
KY16,11016,Earphones,OnePlusBuds,5
DV11,10921,Tvs,samsungTV,4
IS64,11015,Earphones,OnePlusBuds,5
KM61,10784,Laptops,dell,3
PL92,10998,Mobiles,IQ Mobiles,3
FX28,10713,Mobiles,Apple Mobiles,3
UB97,10752,Cameras,canoncamera,4
WN83,10751,Cameras,canoncamera,3
FQ77,10860,Mobiles,mi,3
YR54,10997,Mobiles,IQ Mobiles,3
OF81,10919,Tvs,samsungTV,3
QA25,10949,Speakers,Skullcandy,3
SF23,10907,Mobiles,samsung,4
ON8,10722,Mobiles,Apple Mobiles,3
TG35,10862,Mobiles,mi,5
KP55,10857,Mobiles,mi,2
EV22,10714,Mobiles,Apple Mobiles,2
UH95,10970,Earphones,Noiseearbuds,2
PB44,10999,Mobiles,IQ Mobiles,3
LU87,10775,Cameras,canoncamera,3
KF92,10916,Mobiles,samsung,2
KY16,10757,Cameras,canoncamera,5
OP75,10996,Mobiles,IQ Mobiles,2
IM78,10704,Mobiles,Apple Mobiles,3
HC98,10821,Laptops,lenovo,5
JB100,10939,Tvs,samsungTV,2
SK90,10822,Tvs,lgTV,4
KK3,10871,Cameras,nikoncamera,5
EE4,10789,Laptops,dell,2
IF31,10926,Tvs,samsungTV,5
KR42,10810,Laptops,lenovo,4
CM61,10803,Laptops,hp,3
FR77,10735,Speakers,boat,4
EP5,10884,Cameras,nikoncamera,5
TG35,11012,Earphones,OnePlusBuds,3
BJ57,10748,Speakers,boat,3
CL13,10817,Laptops,lenovo,3
CA53,10767,Cameras,canoncamera,4
SF23,10971,Earphones,Noiseearbuds,5
XZ52,10815,Laptops,lenovo,5
HI52,10748,Speakers,boat,2
GK16,10973,Earphones,Noiseearbuds,4
TD88,10727,Speakers,boat,5
HZ100,10822,Tvs,lgTV,4
AJ46,10957,Earphones,Noiseearbuds,2
GO9,10996,Mobiles,IQ Mobiles,5
VF95,10790,Laptops,dell,3
MK24,10857,Mobiles,mi,5
UL73,10871,Cameras,nikoncamera,4
ZZ71,10787,Laptops,dell,3
VL83,10828,Tvs,lgTV,5
CY6,10919,Tvs,samsungTV,3
BQ9,10999,Mobiles,IQ Mobiles,5
NC19,10707,Mobiles,Apple Mobiles,5
CK83,10914,Mobiles,samsung,2
TV68,10822,Tvs,lgTV,4
VS60,10978,Earphones,Realmebuds,2
CO96,10962,Earphones,Noiseearbuds,2
QR100,10897,Mobiles,samsung,2
QB79,10793,Laptops,hp,3
PN76,11022,Earphones,OnePlusBuds,5
UN85,10870,Cameras,nikoncamera,2
AH94,10722,Mobiles,Apple Mobiles,5
HT84,10754,Cameras,canoncamera,5
FU3,10911,Mobiles,samsung,5
WL4,10857,Mobiles,mi,2
HP75,10752,Cameras,canoncamera,5
KF92,10779,Laptops,dell,2
VP76,10855,Mobiles,mi,4
FQ77,10713,Mobiles,Apple Mobiles,2
CQ50,10856,Mobiles,mi,5
WN13,10839,Tvs,lgTV,4
BZ91,10964,Earphones,Noiseearbuds,5
ZZ98,10920,Tvs,samsungTV,3
ZZ98,10792,Laptops,dell,3
EV22,10751,Cameras,canoncamera,5
KQ20,11012,Earphones,OnePlusBuds,4
XS54,10895,Mobiles,samsung,2
QA25,10752,Cameras,canoncamera,3
TV68,10824,Tvs,lgTV,2
ZZ98,10717,Mobiles,Apple Mobiles,4
PA38,10983,Earphones,Realmebuds,5
YA82,10730,Speakers,boat,2
LY86,10728,Speakers,boat,5
XW15,10882,Cameras,nikoncamera,3
HD40,10967,Earphones,Noiseearbuds,4
SF23,10908,Mobiles,samsung,2
YN77,10789,Laptops,dell,5
KM61,10758,Cameras,canoncamera,2
ZV5,10757,Cameras,canoncamera,4
HP75,10968,Earphones,Noiseearbuds,5
CN7,10856,Mobiles,mi,2
HJ41,10878,Cameras,nikoncamera,4
JU60,10829,Tvs,lgTV,5
AS1,10774,Cameras,canoncamera,4
WN83,10705,Mobiles,Apple Mobiles,3
XV29,10914,Mobiles,samsung,4
WT21,10850,Mobiles,mi,4
AR1,10955,Speakers,Skullcandy,4
DP9,10775,Cameras,canoncamera,5
JY65,10920,Tvs,samsungTV,2
SY74,10822,Tvs,lgTV,4
YN77,10708,Mobiles,Apple Mobiles,5
HJ41,10737,Speakers,boat,5
JH59,10952,Speakers,Skullcandy,4
UB62,10715,Mobiles,Apple Mobiles,3
AR1,10908,Mobiles,samsung,2
VG82,10853,Mobiles,mi,5
WR60,10900,Mobiles,samsung,2
PC48,11018,Earphones,OnePlusBuds,2
FQ77,10792,Laptops,dell,5
YE46,10935,Tvs,samsungTV,2
CP21,11012,Earphones,OnePlusBuds,3
EL44,10864,Cameras,nikoncamera,4
WN83,10997,Mobiles,IQ Mobiles,3
FU3,11013,Earphones,OnePlusBuds,4
WN83,10983,Earphones,Realmebuds,4
KR42,10728,Speakers,boat,3
ZP80,10897,Mobiles,samsung,4
PB44,10781,Laptops,dell,3
IY45,10871,Cameras,nikoncamera,2
CF44,10793,Laptops,hp,2
FF22,10809,Laptops,lenovo,3
UN85,10985,Earphones,Realmebuds,3
WC77,10933,Tvs,samsungTV,2
GG4,10898,Mobiles,samsung,3
IL51,10965,Earphones,Noiseearbuds,3
OP52,10729,Speakers,boat,4
UJ98,10978,Earphones,Realmebuds,3
WN13,10914,Mobiles,samsung,3
DG48,10988,Earphones,Realmebuds,3
CQ85,11011,Earphones,OnePlusBuds,4
JG11,10864,Cameras,nikoncamera,4
LY86,11000,Mobiles,IQ Mobiles,3
TG35,10747,Speakers,boat,4
OF99,10810,Laptops,lenovo,4
EO45,10858,Mobiles,mi,5
PS50,10757,Cameras,canoncamera,3
SY7,10947,Speakers,Skullcandy,3
WL4,10809,Laptops,lenovo,3
AH94,10737,Speakers,boat,5
FH50,10945,Speakers,Skullcandy,4
CV48,10964,Earphones,Noiseearbuds,3
LT75,10798,Laptops,hp,4
JO12,10865,Cameras,nikoncamera,2
XE83,10908,Mobiles,samsung,3
RS77,10822,Tvs,lgTV,2
XW15,10936,Tvs,samsungTV,2
OO70,10705,Mobiles,Apple Mobiles,3
PP72,10757,Cameras,canoncamera,3
QK45,10893,Mobiles,samsung,4
QR100,10897,Mobiles,samsung,5
RS34,10729,Speakers,boat,4
JU60,10943,Speakers,Skullcandy,2
KR42,10963,Earphones,Noiseearbuds,3
ST98,11010,Earphones,OnePlusBuds,4
RS77,10901,Mobiles,samsung,4
TV68,10735,Speakers,boat,4
VI66,10939,Tvs,samsungTV,4
RM28,10913,Mobiles,samsung,4
BJ50,10710,Mobiles,Apple Mobiles,3
KF7,10752,Cameras,canoncamera,5
SG42,10763,Cameras,canoncamera,4
PN86,10783,Laptops,dell,5
IM78,10869,Cameras,nikoncamera,4
DX53,11010,Earphones,OnePlusBuds,5
XV29,10975,Earphones,Noiseearbuds,5
PC79,10953,Speakers,Skullcandy,4
SF23,10816,Laptops,lenovo,4
VG82,10755,Cameras,canoncamera,2
CY6,10775,Cameras,canoncamera,3
ZF3,10755,Cameras,canoncamera,4
EP5,10896,Mobiles,samsung,3
TM46,10730,Speakers,boat,5
WL4,10860,Mobiles,mi,4
ZS94,10993,Earphones,Realmebuds,2
XF19,10738,Speakers,boat,2
ZZ98,10865,Cameras,nikoncamera,2
NW96,10913,Mobiles,samsung,4
KU97,10790,Laptops,dell,3
JO12,10800,Laptops,hp,2
UB97,10898,Mobiles,samsung,4
GQ80,10721,Mobiles,Apple Mobiles,5
XE83,10751,Cameras,canoncamera,2
LY86,10973,Earphones,Noiseearbuds,5
CE78,10999,Mobiles,IQ Mobiles,2
OH55,10962,Earphones,Noiseearbuds,2
GO9,10882,Cameras,nikoncamera,4
HX49,10802,Laptops,hp,3
YB9,10792,Laptops,dell,4
QT30,10879,Cameras,nikoncamera,3
CV48,10766,Cameras,canoncamera,5
OF41,10907,Mobiles,samsung,2
BW61,10971,Earphones,Noiseearbuds,2
UK69,10705,Mobiles,Apple Mobiles,4
UB97,10985,Earphones,Realmebuds,3
XI45,10897,Mobiles,samsung,3
CC71,10832,Tvs,lgTV,5
JH59,10796,Laptops,hp,3
RL73,10997,Mobiles,IQ Mobiles,4
CL1,10838,Tvs,lgTV,3
VU100,10730,Speakers,boat,4
SY74,10783,Laptops,dell,5
CG95,10915,Mobiles,samsung,3
NX61,10951,Speakers,Skullcandy,3
FF83,10795,Laptops,hp,3
JY65,10794,Laptops,hp,3
GO9,11004,Mobiles,IQ Mobiles,2
YF28,10801,Laptops,hp,5
FR77,10791,Laptops,dell,3
SY7,11012,Earphones,OnePlusBuds,2
GF64,10752,Cameras,canoncamera,2
CL1,10890,Mobiles,samsung,5
PC48,10894,Mobiles,samsung,5
NH35,10907,Mobiles,samsung,2
LT75,10972,Earphones,Noiseearbuds,3
HU56,10717,Mobiles,Apple Mobiles,3
VK61,10959,Earphones,Noiseearbuds,5
KF92,10917,Mobiles,samsung,4
TS79,10757,Cameras,canoncamera,3
EE4,11014,Earphones,OnePlusBuds,5
TR61,10879,Cameras,nikoncamera,4
AJ56,10947,Speakers,Skullcandy,4
UH95,10964,Earphones,Noiseearbuds,2
IB92,10879,Cameras,nikoncamera,4
QT30,10845,Mobiles,mi,4
TR61,10704,Mobiles,Apple Mobiles,5
GO9,10907,Mobiles,samsung,5
CE78,10872,Cameras,nikoncamera,3
KF92,10957,Earphones,Noiseearbuds,4
XS54,10720,Mobiles,Apple Mobiles,5
SY7,10977,Earphones,Noiseearbuds,2
EP5,10752,Cameras,canoncamera,5
OO2,10767,Cameras,canoncamera,3
OI41,11009,Earphones,OnePlusBuds,2
QM1,10912,Mobiles,samsung,3
FH35,10780,Laptops,dell,4
FH50,10822,Tvs,lgTV,4
FR77,10708,Mobiles,Apple Mobiles,3
ZS94,10913,Mobiles,samsung,5
DP36,10822,Tvs,lgTV,4
BN43,10865,Cameras,nikoncamera,5
ZP19,10822,Tvs,lgTV,3
XW15,10728,Speakers,boat,2
ZZ98,10824,Tvs,lgTV,5
RK46,10775,Cameras,canoncamera,2
PZ5,10757,Cameras,canoncamera,2
AU9,10835,Tvs,lgTV,2
WA51,10905,Mobiles,samsung,5
UB97,10856,Mobiles,mi,2
ZQ18,10973,Earphones,Noiseearbuds,3
CM61,10800,Laptops,hp,2
AX24,11007,Mobiles,IQ Mobiles,3
RS77,10757,Cameras,canoncamera,5
AH94,10808,Laptops,hp,4
CI23,10915,Mobiles,samsung,2
CZ60,10841,Tvs,lgTV,5
CO96,10730,Speakers,boat,5
OT35,10949,Speakers,Skullcandy,4
AQ15,10926,Tvs,samsungTV,3
YO27,10907,Mobiles,samsung,2
VP76,10968,Earphones,Noiseearbuds,3
SF27,10824,Tvs,lgTV,2
YS39,10702,Mobiles,Apple Mobiles,3
ZE19,10716,Mobiles,Apple Mobiles,3
HW6,10738,Speakers,boat,3
CL13,10785,Laptops,dell,5
DP9,10802,Laptops,hp,5
IF31,10968,Earphones,Noiseearbuds,2
FS83,10824,Tvs,lgTV,3
RX67,10800,Laptops,hp,5
QM1,10794,Laptops,hp,4
XE83,10714,Mobiles,Apple Mobiles,4
EP5,10998,Mobiles,IQ Mobiles,5
YO27,10848,Mobiles,mi,4
SF27,10723,Mobiles,Apple Mobiles,3
CI23,10999,Mobiles,IQ Mobiles,5
HZ100,10797,Laptops,hp,4
IL64,10820,Laptops,lenovo,3
XV29,10771,Cameras,canoncamera,4
QB79,10802,Laptops,hp,3
KX43,10945,Speakers,Skullcandy,5
NG44,10802,Laptops,hp,3
TV68,10789,Laptops,dell,3
OF41,10711,Mobiles,Apple Mobiles,3
TH50,10705,Mobiles,Apple Mobiles,2
WU13,10728,Speakers,boat,2
UB31,10982,Earphones,Realmebuds,3
NL29,10997,Mobiles,IQ Mobiles,2
BN86,10821,Laptops,lenovo,2
QM1,10729,Speakers,boat,3
YU71,10738,Speakers,boat,5
NX61,10860,Mobiles,mi,2
CC71,10822,Tvs,lgTV,4
HD40,10822,Tvs,lgTV,4
ON8,10779,Laptops,dell,5
KG40,10992,Earphones,Realmebuds,2
CY6,10757,Cameras,canoncamera,2
KX43,10863,Mobiles,mi,4
IB92,10945,Speakers,Skullcandy,3
FU3,10803,Laptops,hp,2
ZB88,10907,Mobiles,samsung,5
UK69,10739,Speakers,boat,5
MX37,11010,Earphones,OnePlusBuds,2
II35,10822,Tvs,lgTV,5
CL13,10759,Cameras,canoncamera,4
SK90,10823,Tvs,lgTV,5
VL83,11015,Earphones,OnePlusBuds,2
JB100,10964,Earphones,Noiseearbuds,3
GO9,10722,Mobiles,Apple Mobiles,2
FQ77,10957,Earphones,Noiseearbuds,4
EO32,10725,Mobiles,Apple Mobiles,5
CV48,10895,Mobiles,samsung,5
LT75,10822,Tvs,lgTV,3
WL4,10832,Tvs,lgTV,3
AR1,10721,Mobiles,Apple Mobiles,3
ZP19,10728,Speakers,boat,2
PP72,10910,Mobiles,samsung,5
EQ45,10730,Speakers,boat,3
CN7,10801,Laptops,hp,5
QR100,10838,Tvs,lgTV,2
RE27,10874,Cameras,nikoncamera,4
PH61,10873,Cameras,nikoncamera,3
QA25,10977,Earphones,Noiseearbuds,5
CO96,10727,Speakers,boat,5
WU13,10909,Mobiles,samsung,3
SF23,10956,Earphones,Noiseearbuds,3
TW77,10755,Cameras,canoncamera,3
AR1,10955,Speakers,Skullcandy,2
SY7,10791,Laptops,dell,3
UB97,10994,Mobiles,IQ Mobiles,4
QK4,10884,Cameras,nikoncamera,2
GL67,10849,Mobiles,mi,2
UI4,10816,Laptops,lenovo,2
MD54,10929,Tvs,samsungTV,3
EE47,10939,Tvs,samsungTV,4
UP79,10782,Laptops,dell,5
PA38,10717,Mobiles,Apple Mobiles,2
DL63,11018,Earphones,OnePlusBuds,2
YE9,10985,Earphones,Realmebuds,2
GR37,10848,Mobiles,mi,5
EE4,10718,Mobiles,Apple Mobiles,2
YA82,10887,Cameras,nikoncamera,3
MZ21,10942,Speakers,Skullcandy,2
OZ34,10776,Cameras,canoncamera,5
OL98,10899,Mobiles,samsung,3
PA38,10959,Earphones,Noiseearbuds,2
XI45,10823,Tvs,lgTV,2
HW72,10898,Mobiles,samsung,4
TV66,10910,Mobiles,samsung,4
JQ98,11011,Earphones,OnePlusBuds,5
AQ15,10909,Mobiles,samsung,3
RJ10,10864,Cameras,nikoncamera,2
UJ98,10758,Cameras,canoncamera,4
WA51,11006,Mobiles,IQ Mobiles,3
LI70,10896,Mobiles,samsung,4
NK58,11002,Mobiles,IQ Mobiles,4
UB31,11017,Earphones,OnePlusBuds,2
UL73,10941,Speakers,Skullcandy,2
UR60,10755,Cameras,canoncamera,2
AR1,11004,Mobiles,IQ Mobiles,2
CE78,10752,Cameras,canoncamera,4
CA53,11010,Earphones,OnePlusBuds,5
CI27,10824,Tvs,lgTV,2
HI52,10884,Cameras,nikoncamera,5
KS30,11017,Earphones,OnePlusBuds,4
SF35,10759,Cameras,canoncamera,2
YX76,10889,Cameras,nikoncamera,4
TO56,10968,Earphones,Noiseearbuds,3
PP28,10721,Mobiles,Apple Mobiles,5
VI66,10961,Earphones,Noiseearbuds,2
IK77,10934,Tvs,samsungTV,5
CQ85,10845,Mobiles,mi,4
PS50,10961,Earphones,Noiseearbuds,3
DL63,10846,Mobiles,mi,2
FJ49,10993,Earphones,Realmebuds,2
ZN68,10861,Mobiles,mi,2
HW6,10775,Cameras,canoncamera,4
HW72,10705,Mobiles,Apple Mobiles,2
SO77,10793,Laptops,hp,3
KT23,10899,Mobiles,samsung,2
NH35,10780,Laptops,dell,4
TR61,10882,Cameras,nikoncamera,2
CO96,10905,Mobiles,samsung,5
BN86,10706,Mobiles,Apple Mobiles,2
AJ56,10910,Mobiles,samsung,4
FS33,10777,Laptops,dell,4
VS60,11012,Earphones,OnePlusBuds,2
OD98,10711,Mobiles,Apple Mobiles,4
VL83,10927,Tvs,samsungTV,4
QR100,10829,Tvs,lgTV,3
OO70,10775,Cameras,canoncamera,3
CN7,10788,Laptops,dell,5
IR16,10996,Mobiles,IQ Mobiles,5
RW35,10995,Mobiles,IQ Mobiles,4
FB80,10946,Speakers,Skullcandy,5
FQ43,10873,Cameras,nikoncamera,4
FR77,10994,Mobiles,IQ Mobiles,5
CQ85,10751,Cameras,canoncamera,3
BF26,10875,Cameras,nikoncamera,2
YX76,10707,Mobiles,Apple Mobiles,5
BJ50,10785,Laptops,dell,4
LZ5,10737,Speakers,boat,2
UB97,10774,Cameras,canoncamera,4
GW43,11009,Earphones,OnePlusBuds,5
VI66,10805,Laptops,hp,5
CL1,10792,Laptops,dell,5
WU13,10922,Tvs,samsungTV,2
ON8,10964,Earphones,Noiseearbuds,2
FB80,10792,Laptops,dell,4
YE46,10824,Tvs,lgTV,2
TO98,10822,Tvs,lgTV,3
LI70,10709,Mobiles,Apple Mobiles,4
NI85,10728,Speakers,boat,4
EV22,10780,Laptops,dell,5
JY80,10929,Tvs,samsungTV,2
CQ85,10964,Earphones,Noiseearbuds,3
CV48,10899,Mobiles,samsung,5
UM16,10727,Speakers,boat,5
TS79,10780,Laptops,dell,2
UK69,10807,Laptops,hp,5
PR14,10751,Cameras,canoncamera,4
OZ34,10758,Cameras,canoncamera,4
ZF3,10915,Mobiles,samsung,2
UH95,10739,Speakers,boat,4
UO13,10763,Cameras,canoncamera,2
QR100,10728,Speakers,boat,5
